name	description	GS details	SIZE	ES	NES	pval	padj	FWER	Rank at Max	leading edge genes
1Q21 1 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250410%WP4905%HOMO SAPIENS	1Q21 1 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250410%WP4905%HOMO SAPIENS	Details	20	-0.665855520059384	-1.56289113943506	0.0190434764948471	0.121594250836863	0	15579	FMO5,TJP3,PRKAB1,PRKAA1
2'-DEOXYRIBONUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009394	2'-DEOXYRIBONUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009394	Details	28	-0.353944804989866	-0.88626428381836	0.645569620253165	0.834806722425017	0	14786	PNP,NEIL1,SMUG1,NTHL1,OGG1,NUDT16,MBD4,NT5C,DCTPP1,NUDT18,CMPK2
2-HYDROXYGLUTRIC ACIDURIA (D AND L FORM)%SMPDB%SMP0000136	2-HYDROXYGLUTRIC ACIDURIA (D AND L FORM)%SMPDB%SMP0000136	Details	20	-0.420829022119331	-0.987766760315758	0.481684981684982	0.729058794313032	0	15474	CPS1,GFPT1,GPT,GSR,ALDH5A1,ABAT
2-KETOGLUTARATE DEHYDROGENASE COMPLEX DEFICIENCY%PATHWHIZ%PW000525	2-KETOGLUTARATE DEHYDROGENASE COMPLEX DEFICIENCY%PATHWHIZ%PW000525	Details	21	-0.600099001769403	-1.41968858549111	0.0511882998171846	0.215764033821457	0	15190	MPC1,FH,SUCLG1,SDHA,SDHD,SUCLG2,PDHA1,SDHC
2-METHYL-3-HYDROXYBUTYRYL-COA DEHYDROGENASE DEFICIENCY%PATHWHIZ%PW000061	2-METHYL-3-HYDROXYBUTYRYL-COA DEHYDROGENASE DEFICIENCY%PATHWHIZ%PW000061	Details	27	-0.638079107658569	-1.57986124161619	0.00767457895380631	0.0727978650079564	0	15528	ALDH2,HMGCS2,ACADS,HIBCH,ACADSB,MCCC2,PCCA,ACADM,ACAD8,ECHS1,ABAT,ALDH6A1,IVD,BCKDHB,DLD
22Q11 2 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250410%WP4657%HOMO SAPIENS	22Q11 2 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250410%WP4657%HOMO SAPIENS	Details	69	0.305229019717065	0.953420094104353	0.566037735849057	0.781254556589192	0	3723	RTN4,CLDN1,CLTCL1,DGCR2,MED15,EGFR,RCC1,ZDHHC8,CDC45,RANBP1,FOXC1,KLHL22,SCARF2,ZNF74,FOXC2,PLK1,RBX1,HDAC3,PRODH,GNB1L,RTL10,RAN
2Q11 2 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250410%WP5221%HOMO SAPIENS	2Q11 2 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250410%WP5221%HOMO SAPIENS	Details	23	-0.326561139247999	-0.785798657223486	0.777981651376147	0.911941574894126	0	15045	ERBB2,CNNM3,MAPK3,CIAO2A,ANKRD39
2Q13 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250410%WP5222%HOMO SAPIENS	2Q13 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250410%WP5222%HOMO SAPIENS	Details	38	0.483126237662995	1.3433471619308	0.0774818401937046	0.259699186622438	0	3732	GATA3,CKAP2L,POLR1G,FBLN7,BCL2L11,ARF6,TTL,POLR1A,IL6,CSF1,IL1R1,MAPK1,SOCS3,POLR1F,POLR2K,SLC20A1
2Q37 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250410%WP5224%HOMO SAPIENS	2Q37 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250410%WP5224%HOMO SAPIENS	Details	83	0.286251777339007	0.924727246612169	0.590047393364929	0.800952498572024	0	2118	ARL4C,COPS8,ERFE,GPC1,ITGB3,EGFR,ACKR3,TRAF3,MAP4,HJURP,GYS1,CENPA,ASB1,TWIST2,DTYMK,SEPTIN2
3'-UTR-MEDIATED MRNA DESTABILIZATION%GOBP%GO:0061158	3'-UTR-MEDIATED MRNA DESTABILIZATION%GOBP%GO:0061158	Details	15	0.357333085072075	0.834809809907514	0.68141592920354	0.854833751285428	0	1573	ZFP36L1,DHX36
3-HYDROXY-3-METHYLGLUTARYL-COA LYASE DEFICIENCY%PATHWHIZ%PW000063	3-HYDROXY-3-METHYLGLUTARYL-COA LYASE DEFICIENCY%PATHWHIZ%PW000063	Details	27	-0.638079107658569	-1.57986124161619	0.00767457895380631	0.0727978650079564	0	15528	ALDH2,HMGCS2,ACADS,HIBCH,ACADSB,MCCC2,PCCA,ACADM,ACAD8,ECHS1,ABAT,ALDH6A1,IVD,BCKDHB,DLD
3-HYDROXYISOBUTYRIC ACID DEHYDROGENASE DEFICIENCY%SMPDB%SMP0000521	3-HYDROXYISOBUTYRIC ACID DEHYDROGENASE DEFICIENCY%SMPDB%SMP0000521	Details	27	-0.638079107658569	-1.57986124161619	0.00767457895380631	0.0727978650079564	0	15528	ALDH2,HMGCS2,ACADS,HIBCH,ACADSB,MCCC2,PCCA,ACADM,ACAD8,ECHS1,ABAT,ALDH6A1,IVD,BCKDHB,DLD
3-HYDROXYISOBUTYRIC ACIDURIA%PATHWHIZ%PW000498	3-HYDROXYISOBUTYRIC ACIDURIA%PATHWHIZ%PW000498	Details	27	-0.638079107658569	-1.57986124161619	0.00767457895380631	0.0727978650079564	0	15528	ALDH2,HMGCS2,ACADS,HIBCH,ACADSB,MCCC2,PCCA,ACADM,ACAD8,ECHS1,ABAT,ALDH6A1,IVD,BCKDHB,DLD
3-METHYLCROTONYL-COA CARBOXYLASE DEFICIENCY TYPE I%SMPDB%SMP0000237	3-METHYLCROTONYL-COA CARBOXYLASE DEFICIENCY TYPE I%SMPDB%SMP0000237	Details	27	-0.638079107658569	-1.57986124161619	0.00767457895380631	0.0727978650079564	0	15528	ALDH2,HMGCS2,ACADS,HIBCH,ACADSB,MCCC2,PCCA,ACADM,ACAD8,ECHS1,ABAT,ALDH6A1,IVD,BCKDHB,DLD
3-METHYLGLUTACONIC ACIDURIA TYPE I%SMPDB%SMP0000139	3-METHYLGLUTACONIC ACIDURIA TYPE I%SMPDB%SMP0000139	Details	27	-0.638079107658569	-1.57986124161619	0.00767457895380631	0.0727978650079564	0	15528	ALDH2,HMGCS2,ACADS,HIBCH,ACADSB,MCCC2,PCCA,ACADM,ACAD8,ECHS1,ABAT,ALDH6A1,IVD,BCKDHB,DLD
3-METHYLGLUTACONIC ACIDURIA TYPE III%SMPDB%SMP0000140	3-METHYLGLUTACONIC ACIDURIA TYPE III%SMPDB%SMP0000140	Details	27	-0.638079107658569	-1.57986124161619	0.00767457895380631	0.0727978650079564	0	15528	ALDH2,HMGCS2,ACADS,HIBCH,ACADSB,MCCC2,PCCA,ACADM,ACAD8,ECHS1,ABAT,ALDH6A1,IVD,BCKDHB,DLD
3-METHYLGLUTACONIC ACIDURIA TYPE IV%SMPDB%SMP0000141	3-METHYLGLUTACONIC ACIDURIA TYPE IV%SMPDB%SMP0000141	Details	27	-0.638079107658569	-1.57986124161619	0.00767457895380631	0.0727978650079564	0	15528	ALDH2,HMGCS2,ACADS,HIBCH,ACADSB,MCCC2,PCCA,ACADM,ACAD8,ECHS1,ABAT,ALDH6A1,IVD,BCKDHB,DLD
3-METHYLTHIOFENTANYL ACTION PATHWAY%PATHWHIZ%PW000656	3-METHYLTHIOFENTANYL ACTION PATHWAY%PATHWHIZ%PW000656	Details	16	-0.370099906576623	-0.833470740666333	0.689090909090909	0.854833751285428	0	15407	ATP1B1
3-PHOSPHOGLYCERATE DEHYDROGENASE DEFICIENCY%SMPDB%SMP0000721	3-PHOSPHOGLYCERATE DEHYDROGENASE DEFICIENCY%SMPDB%SMP0000721	Details	19	-0.673446406784418	-1.57332149980066	0.0154814558847524	0.111491452460354	0	15528	ALDH2,GLYCTK,GATM,ALAS1,GAMT,GCAT,SHMT1,MAOA
3-PHOSPHOINOSITIDE BIOSYNTHESIS%BIOCYC%PWY-6352	3-PHOSPHOINOSITIDE BIOSYNTHESIS%BIOCYC%PWY-6352	Details	26	-0.394390670425306	-0.972980369661215	0.496376811594203	0.738774154589372	0	15555	PIP5K1B,PIK3C2B
3-PHOSPHOINOSITIDE DEGRADATION%BIOCYC%PWY-6368	3-PHOSPHOINOSITIDE DEGRADATION%BIOCYC%PWY-6368	Details	18	0.342461075348768	0.826731956291668	0.717777777777778	0.875308015780119	0	3108	INPP4B,INPPL1,INPP5F,MTMR3,PTEN,INPP5E
3Q29 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250410%WP4906%HOMO SAPIENS	3Q29 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250410%WP4906%HOMO SAPIENS	Details	41	0.297214633488677	0.844531921134905	0.722488038277512	0.877798392084106	0	1704	TGFB1,WDR53,ADAM10,NF2,FBXO45,UBXN7,PXN,MYC,TF
4 HYDROXYTAMOXIFEN DEXAMETHASONE AND RETINOIC ACIDS REGULATION OF P27 EXPRESSION%WIKIPATHWAYS_20250410%WP3879%HOMO SAPIENS	4 HYDROXYTAMOXIFEN DEXAMETHASONE AND RETINOIC ACIDS REGULATION OF P27 EXPRESSION%WIKIPATHWAYS_20250410%WP3879%HOMO SAPIENS	Details	19	-0.425545336181798	-0.994169127357223	0.461538461538462	0.713068937982433	0	14979	PRKAA1,MAP2K6,MAPK3
4-HYDROXYBUTYRIC ACIDURIA SUCCINIC SEMIALDEHYDE DEHYDROGENASE DEFICIENCY%SMPDB%SMP0000243	4-HYDROXYBUTYRIC ACIDURIA SUCCINIC SEMIALDEHYDE DEHYDROGENASE DEFICIENCY%SMPDB%SMP0000243	Details	20	-0.420829022119331	-0.987766760315758	0.481684981684982	0.729058794313032	0	15474	CPS1,GFPT1,GPT,GSR,ALDH5A1,ABAT
4P16 3 COPY NUMBER VARIATION%WIKIPATHWAYS_20250410%WP5365%HOMO SAPIENS	4P16 3 COPY NUMBER VARIATION%WIKIPATHWAYS_20250410%WP5365%HOMO SAPIENS	Details	23	0.363599501295234	0.932396154122036	0.568927789934354	0.784083595487607	0	2979	CLTCL1,FGF2,PLCG1,FRS2,CKAP5,MAPK1,CBL
5-HYDROXYTRYPTAMINE DEGREDATION%PANTHER PATHWAY%P04372	5-HYDROXYTRYPTAMINE DEGREDATION%PANTHER PATHWAY%P04372	Details	17	-0.681682171133558	-1.55907598533706	0.0267446440934406	0.148605129091642	0	15528	ALDH2,ALDH3A1,ALDH9A1,ALDH1A1,ALDH3A2,MAOB,IL4I1,MAOA
5HT1 TYPE RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04373	5HT1 TYPE RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04373	Details	26	0.423447178711646	1.11904235915316	0.275555555555556	0.557442646530025	0	3758	GNAI2,GNAI3,GNG4,ADCY7,GNB1,PRKACA,GNG2,GNB2,GNG11
5HT2 TYPE RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04374	5HT2 TYPE RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04374	Details	34	-0.370920807969653	-0.968476333633152	0.493783303730018	0.736541584531732	0	15415	HTR2B,PLCB4,GNA11,PRKCD,PLCE1,GNA14,PLCG2,PRKCA,PLCB3,GNAQ
5Q35 COPY NUMBER VARIATION%WIKIPATHWAYS_20250410%WP5380%HOMO SAPIENS	5Q35 COPY NUMBER VARIATION%WIKIPATHWAYS_20250410%WP5380%HOMO SAPIENS	Details	76	-0.409384868125513	-1.25399030730085	0.115318416523236	0.326918558588094	0	15552	ANKS4B,MYO7B,FGFR4,USH1C,HIGD2A,CDHR2,SRC,COX5A,COX7B,COX7C,COX6A1,COX4I1,PTPRN2,NTN1,FAM193B,MAX,COX6B1
7 OXO C AND 7 BETA HC PATHWAYS%WIKIPATHWAYS_20250410%WP5064%HOMO SAPIENS	7 OXO C AND 7 BETA HC PATHWAYS%WIKIPATHWAYS_20250410%WP5064%HOMO SAPIENS	Details	18	-0.502100503538356	-1.16491422585157	0.27536231884058	0.557442646530025	0	15186	HSD11B2,SLC27A2,EPHX2,ACOT11,SLC27A5,EBP,CYP27A1
7Q11 23 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250410%WP4932%HOMO SAPIENS	7Q11 23 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250410%WP4932%HOMO SAPIENS	Details	84	0.39243084824809	1.27243735556868	0.0853080568720379	0.274735014686816	0	2378	LIMK1,CLDN1,UBE2E3,RFC2,EIF4H,CTNNB1,HSPA2,HMGA1,UBE2E1,CLASP1,GRIP1,MYC,GTF2IRD1,FBLN2,BAZ1B,BRD4
7Q11 23 DISTAL COPY NUMBER VARIATION%WIKIPATHWAYS_20250410%WP5401%HOMO SAPIENS	7Q11 23 DISTAL COPY NUMBER VARIATION%WIKIPATHWAYS_20250410%WP5401%HOMO SAPIENS	Details	16	0.31189315564815	0.741682331694645	0.831858407079646	0.941156713716974	0	4656	YWHAG,SRRM3,STYXL1,RHBDD2,RAF1,ZP3
8P23 1 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250410%WP5346%HOMO SAPIENS	8P23 1 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250410%WP5346%HOMO SAPIENS	Details	39	-0.432006091185029	-1.17251891473572	0.225255972696246	0.491237346224391	0	15373	PDX1,XKR6,MSRA,CLDN23,GATA4,MFHAS1,MAPK3,PRSS51,MCRS1,PINX1,AXIN1
A TETRASACCHARIDE LINKER SEQUENCE IS REQUIRED FOR GAG SYNTHESIS%REACTOME DATABASE ID RELEASE 92%1971475	A TETRASACCHARIDE LINKER SEQUENCE IS REQUIRED FOR GAG SYNTHESIS%REACTOME DATABASE ID RELEASE 92%1971475	Details	21	0.528316555245021	1.33435173144801	0.105494505494505	0.309453849763564	0	3363	GPC1,UXS1,AGRN,GPC6,XYLT2,VCAN,CSPG4,B3GALT6,BGN,B3GAT3,SDC4,SDC1,HSPG2
A6B1 AND A6B4 INTEGRIN SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%A6B1 AND A6B4 INTEGRIN SIGNALING	A6B1 AND A6B4 INTEGRIN SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%A6B1 AND A6B4 INTEGRIN SIGNALING	Details	45	0.580135535347646	1.68130476965994	0.00435733823595287	0.0548042682352946	0	1353	LAMC2,MET,YWHAQ,ITGB1,LAMA5,LAMB1,LAMA3,EGFR,ITGB4,YWHAG,LAMA4,LAMC1,CD9,LAMA1,LAMB3
ABC TRANSPORTER DISORDERS%REACTOME DATABASE ID RELEASE 92%5619084	ABC TRANSPORTER DISORDERS%REACTOME DATABASE ID RELEASE 92%5619084	Details	58	0.343649122008195	1.04683445897657	0.366028708133971	0.641628001835517	0	3408	PSMD2,PSMD7,PSMC1,PSMD14,UBC,PSMA7,PSMB2,OS9,VCP,ABCA1,PSMC3,PSMD11,PSMA6,DERL1,RNF185,PSMB5
ABC-FAMILY PROTEINS MEDIATED TRANSPORT%REACTOME DATABASE ID RELEASE 92%382556	ABC-FAMILY PROTEINS MEDIATED TRANSPORT%REACTOME DATABASE ID RELEASE 92%382556	Details	79	0.251973312489069	0.809426719709664	0.876168224299065	0.967655047719692	0	3669	PSMD2,PSMD7,PSMC1,PSMD14,ABCA2,EIF2S1,UBC,PSMA7,PSMB2,OS9,VCP,PSMC3,PSMD11,PSMA6,DERL1,RNF185,PSMB5,ABCC1,PSMD12
ABERRANT REGULATION OF MITOTIC CELL CYCLE DUE TO RB1 DEFECTS%REACTOME DATABASE ID RELEASE 92%9687139	ABERRANT REGULATION OF MITOTIC CELL CYCLE DUE TO RB1 DEFECTS%REACTOME DATABASE ID RELEASE 92%9687139	Details	36	0.617591244618018	1.71519504390567	0.00601609524712009	0.0655402259770146	0	1940	CCND1,CDK4,CDK6,CDC23,UBE2C,CDK2,UBE2E1,CDC27,E2F1,UBE2S,CCNE1
ABERRANT REGULATION OF MITOTIC EXIT IN CANCER DUE TO RB1 DEFECTS%REACTOME DATABASE ID RELEASE 92%9687136	ABERRANT REGULATION OF MITOTIC EXIT IN CANCER DUE TO RB1 DEFECTS%REACTOME DATABASE ID RELEASE 92%9687136	Details	20	0.54758376137205	1.36327728447797	0.0855263157894737	0.275154400411734	0	1877	CDC23,UBE2C,UBE2E1,CDC27,UBE2S
ABERRANT REGULATION OF MITOTIC G1 S TRANSITION IN CANCER DUE TO RB1 DEFECTS%REACTOME DATABASE ID RELEASE 92%9659787	ABERRANT REGULATION OF MITOTIC G1 S TRANSITION IN CANCER DUE TO RB1 DEFECTS%REACTOME DATABASE ID RELEASE 92%9659787	Details	17	0.669754549864657	1.60222373542779	0.0223914144515693	0.132797658194269	0	4264	CCND1,CDK4,CDK6,CDK2,E2F1,CCNE1,CDKN1C,CDKN1B,TFDP2,CCNE2
ABORTIVE ELONGATION OF HIV-1 TRANSCRIPT IN THE ABSENCE OF TAT%REACTOME%R-HSA-167242.4	ABORTIVE ELONGATION OF HIV-1 TRANSCRIPT IN THE ABSENCE OF TAT%REACTOME%R-HSA-167242.4	Details	22	0.246485966102321	0.626419619960054	0.967177242888403	1	0	5693	SUPT5H,NCBP2,POLR2G,NELFE,POLR2K,NCBP1,POLR2D,NELFB,NELFCD,GTF2F2
ACEBUTOLOL ACTION PATHWAY%SMPDB%SMP0000296	ACEBUTOLOL ACTION PATHWAY%SMPDB%SMP0000296	Details	36	-0.350610229408021	-0.927146208849519	0.551056338028169	0.770981665886421	0	15407	ATP1B1,KCNJ3,KCNK1,KCNQ1,CACNA1C,RYR2,ATP1A2,PLN,FXYD2,KCNJ5,KCNH2
ACENOCOUMAROL ACTION PATHWAY%PATHWHIZ%PW000312	ACENOCOUMAROL ACTION PATHWAY%PATHWHIZ%PW000312	Details	15	0.404587689838663	0.94520710943127	0.524336283185841	0.757832625709755	0	1131	PLAT,F3,COL1A1,GGCX
ACETAMINOPHEN ACTION PATHWAY%SMPDB%SMP0000710	ACETAMINOPHEN ACTION PATHWAY%SMPDB%SMP0000710	Details	22	0.423794312993478	1.07703118633701	0.356673960612691	0.635385844340249	0	1138	PTGES,PTGS2,PTGIS
ACETAMINOPHEN METABOLISM PATHWAY%PATHWHIZ%PW000616	ACETAMINOPHEN METABOLISM PATHWAY%PATHWHIZ%PW000616	Details	21	-0.382240942082459	-0.90428929356953	0.606946983546618	0.812840920103252	0	15375	SULT1A1,PDIA2,ABCG2,UGT1A1,ABCB1,UGT2B15
ACETYL-COA METABOLIC PROCESS%GOBP%GO:0006084	ACETYL-COA METABOLIC PROCESS%GOBP%GO:0006084	Details	21	-0.682682381681777	-1.61506081818468	0.018735160918698	0.120566592598688	0	15500	ACSS1,ACSS2,HMGCS2,NUDT8,MLYCD,PMVK,PDHA1,MVK,DIP2A,DLD,ACACB,MVD
ACETYLCHOLINE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0095500	ACETYLCHOLINE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0095500	Details	18	0.510755042948113	1.23300878913697	0.217777777777778	0.482227732514661	0	2989	CDK5R1,AGRN,GNA15,LYPD1,GNB1,PSCA,LYNX1
ACETYLSALICYLIC ACID ACTION PATHWAY%PATHWHIZ%PW000128	ACETYLSALICYLIC ACID ACTION PATHWAY%PATHWHIZ%PW000128	Details	22	0.423794312993478	1.07703118633701	0.356673960612691	0.635385844340249	0	1138	PTGES,PTGS2,PTGIS
ACIDIC AMINO ACID TRANSPORT%GOBP%GO:0015800	ACIDIC AMINO ACID TRANSPORT%GOBP%GO:0015800	Details	20	-0.472937489905496	-1.11007536952466	0.346153846153846	0.63195318116463	0	15378	SLC1A1,SLC1A7,TTYH1,KCNK1
ACTIN CYTOSKELETON ORGANIZATION%GOBP%GO:0030036	ACTIN CYTOSKELETON ORGANIZATION%GOBP%GO:0030036	Details	415	-0.268263753464918	-0.98978320201856	0.487839771101574	0.731892452064043	0	15575	MYO1A,ANG,IQGAP2,MYO7B,USH1C,MYOM1,SPIRE2,BAIAP2L2,MYH11,LIMA1,ARHGAP6,VIL1,LDB3,TNIK,NEB,ARHGEF2,ADRA2A,MARCKSL1,FHDC1,POF1B,ARHGAP26,GAS2L3,ARRB1,CNN1,PLS1,FAM171A1,MYO6,EPB41L4B,WASH3P,RHOU,HIP1R,SHROOM1,SHTN1,NOS1AP,SRC,SHROOM3,PGM5,MYO7A,WIPF3,MSRB2,PAK1,DMTN,DNM2,PHACTR2,BIN3,ARHGEF11,PDGFA,FGD5,MYO15A,FARP2,COBL,MICALL2,BRSK2,GAS2,CSRP1,ASB2,MYO5C,PPP1R9A,DTNBP1,WHAMM,CXADR,VILL,JAK2,MICAL1,SCIN,LLGL2,LMOD1,MYOM2,KCTD13,SH3D21,AVIL,PLA2G1B,EPB41,THSD7B,ABI1,FLNC,ROCK2,RND1,MSRB1
ACTIN FILAMENT BUNDLE ASSEMBLY%GOBP%GO:0051017	ACTIN FILAMENT BUNDLE ASSEMBLY%GOBP%GO:0051017	Details	48	-0.461520894334223	-1.31165444471001	0.112456747404844	0.321429871068899	0	15466	USH1C,SPIRE2,BAIAP2L2,LIMA1,FHDC1,ARRB1,PLS1,FAM171A1,SHROOM1,SRC,DMTN,DNM2
